S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount,score
2.316,-2.11,1.976,-2.193,0,0,0,0.604
0,-1.471,0.086,-2.141,0,0,1,0.396
2.749,-7.981,3.153,-8.028,0,0,2,0.854
0,-2.531,0,-3.436,0,0,0,0.375
1.757,-3.202,1.04,-8.384,0,0,1,0.696
0.004,-2.14,0,-0.375,0,0,0,0.229
0.628,-3.748,3.835,-3.701,0,0,0,0.563
0.489,-2.711,1.451,-8.024,0,0,0,0.167
0.45,-2.793,3.314,-5.454,0,0,0,0.5
3.265,-5.149,3.335,-4.602,0,0,0,0.604
2.163,-2.464,2.699,-1.663,0,0,1,0.674
1.737,-1.245,2.434,-1.778,0,0,0,0.542
1.79,-5.736,1.875,-9.226,0,0,0,0.854
1.19,-5.02,1.973,-8.865,0,0,1,0.771
1.138,-5.053,2.566,-3.8,0,0,0,0.717
0.2,-2.199,0.271,-5.885,0,0,0,0.271
1.206,-4.196,1.664,-3.373,0,0,1,0.457
2.939,-3.786,0.366,-1.308,0,0,1,0.167
0.2,-4.999,0.271,-5.573,0,0,0,0.696
1.426,-5.257,1.901,-7.297,0,0,1,0.417
4.696,-1.326,1.296,-1.204,0,0,0,0.25
2.957,-0.864,3.927,-1.953,0,0,0,0.033
0.392,-2.444,0.28,-0.388,0,0,0,0.674
0.417,-2.152,0.397,-1.482,0,0,0,0.63
1.747,-4.426,3.222,-4.583,0,0,1,0.354
0.547,-0.446,1.441,-1.424,0,0,0,0.391
4.669,-2.514,3.648,-5.12,0,0,0,0.5
2.159,-10.542,1.823,-9.522,0,0,0,0.938
1.848,-3.848,3.089,-8.355,0,0,1,0.48
1.362,-1.104,0.296,-4.004,0,0,0,0.167
1.389,-9.917,1.674,-8.184,0,0,0,0.833
2.069,-2.273,1.657,-5.719,0,0,0,0.813
0,-3.61,0,-0.628,0,0,1,0.438
0.375,-3.241,0.478,-2.719,0,0,0,0.435
1.366,-3.031,2.22,-3.874,0,0,1,0.396
0.845,-3.538,1.803,-1.491,0,0,0,0.455
1.835,-8.549,4.314,-7.018,0,0,2,0.5
1.061,-1.894,1.119,-3.369,0,0,0,0.542
0.995,-1.54,2.058,-3.976,0,0,0,0.458
2.876,-3.628,3.506,-5.939,0,0,0,0.75
1.106,-6.177,1.859,-2.918,0,0,0,0.792
2.524,-6.755,0.951,-3.909,0,0,2,0.479
3.607,-2.362,2.596,-2.227,0,0,0,0.761
1.419,-2.306,0.383,-3.815,0,0,1,0.563
0.409,-1.112,1.148,-0.122,0,0,0,0.146
1.198,-0.338,3.078,-2.256,0,0,0,0.458
3.573,-1.301,1.93,-4.198,0,0,0,0.333
2.334,-3.794,3.788,-2.558,0,0,1,0.229
0.545,-0.766,0.664,-4.999,0,0,0,0.674
0.427,-2.581,1.577,-1.849,0,0,0,0.458
7.245,-2.269,0.925,-5.424,0,0,0,0.542
0.233,-2.533,0.61,-4.352,0,0,0,0.72
2.269,-0.651,0.935,-2.771,0,0,0,0.417
0.299,-4.714,0.122,-4.142,0,0,1,0.804
0.154,-2.385,0.383,-1.453,0,0,0,0.688
4.324,-2.501,2.529,-1.919,0,0,0,0.25
1.757,-10.32,3.149,-11.443,0,0,1,0.63
2.844,-0.889,1.98,-3.108,0,0,1,0.188
0.372,-1.932,0.682,-2.413,0,0,0,0.604
0.385,-0.902,1.272,0,0,0,0,0.5
0.634,-7.547,1.337,-3.397,0,0,0,0.875
0.315,-0.332,0.491,-0.596,0,0,0,0.521
1.085,-7.235,1.471,-5.525,0,0,1,0.912
2.578,-2.661,4.098,-2.458,0,0,1,0.229
0.904,-0.879,0,-2.779,2,0,1,0.354
1.862,-0.15,0.471,0,0,0,0,0.271
1.829,-0.395,2.641,-1.893,0,0,0,0.354
1.75,-0.984,1.405,-3.025,0,0,0,0.31
0.863,-0.521,1.348,0,0,0,0,0.396
1.774,-3.535,6.095,-4.769,0,0,0,0.521
3.774,-2.899,4.319,-4.567,0,0,0,0.604
1.37,-14.075,1.758,-4.782,0,0,2,0.313
2.599,-1.67,3.278,-2.487,0,0,0,0.417
3.613,-0.48,4.759,-0.94,0,0,0,0.292
2.718,-6.028,4.728,-5.569,0,0,0,0.792
0.197,-1.002,0,-1.606,0,-2,1,0.771
1.127,-0.995,0.898,-3.433,0,0,0,0.543
1.004,-1.795,1.318,-2.711,0,0,0,0.396
5.224,-3.242,1.52,-4.322,0,0,0,0.717
2.672,-2.56,2.181,-1.698,0,0,0,0.5
2.255,-5.831,1.152,-1.133,0,0,0,0.5
1.143,-7.184,1.056,-1.744,0,0,1,0.521
4.921,-1.412,4.218,-3.178,0,0,0,0.208
5.821,-4.634,3.411,-4.642,0,0,0,0.083
3.026,-3.253,2.863,-1.851,0,0,0,0.479
1.614,-0.405,2.497,-0.414,0,0,0,0.292
0.092,-1.89,0.822,-1.162,0,0,0,0.543
1.165,-0.486,1.274,-1.979,0,0,0,0.521
2.423,-3.578,3.248,-8.988,0,0,2,0.609
1.159,-4.635,0.864,-1.55,0,0,0,0.417
0,-2.732,0.488,-2.539,0,0,0,0.479
2.127,-2.671,2.153,-2.3,0,0,0,0.152
1.743,-2.577,4.239,-3.779,0,0,0,0.604
2.186,-4.322,1.391,-2.904,0,0,1,0.813
1.264,-2.016,2.094,-0.856,0,0,0,0.188
3.617,-2.365,0.432,-8.248,0,0,0,0.814
0,-0.004,0.763,0,0,0,0,0.479
1.427,-0.98,1.554,-2.595,0,0,0,0.292
1.843,-5.741,2.609,-3.747,0,0,0,0.479
1.026,-6.727,2.427,-4.903,0,0,1,0.979
1.358,-0.104,0.664,-0.834,0,0,0,0.348
0.177,-4.814,1.526,-3.085,0,0,0,0.5
5.824,-4.928,4.785,-8.24,0,0,0,0.438
1.847,-2.221,0.271,-1.646,0,0,1,0.542
0,-1.832,0,-0.052,0,0,0,0.152
0.47,-0.235,1.928,-1.313,0,0,0,0.667
0.599,-1.05,1.53,-1.639,0,0,0,0.125
2.34,-2.03,1.409,-3.721,0,0,0,0.521
1.638,-5.016,2.564,-4.652,0,0,1,0.458
0.768,-2.423,2.199,-3.469,0,0,0,0.583
0,0,0,0,0,0,0,0.37
1.48,-3.55,0.023,-2.145,0,0,1,0.705
0,-1.406,0,-1.054,0,0,0,0.326
0.844,-4.381,0.649,-7.43,0,0,0,0.333
0.348,-0.365,0.619,-1.231,0,0,0,0.313
1.325,-9.837,1.842,-8.658,0,0,3,0.348
1.118,-6.72,1.983,-5.34,0,0,1,0.891
0.929,-2.903,1.274,-4.062,0,0,0,0.729
0.2,-0.115,0.271,-0.242,0,0,0,0.625
0.49,-1.99,0.73,-2.239,0,0,1,0.417
2.379,-3.759,0.452,-2.897,0,0,0,0.625
1.268,-7.382,2.98,-3.95,0,0,1,0.674
0.918,-2.14,0.038,-0.854,0,0,0,0.458
1.371,-4.207,2.879,-2.289,0,0,0,0.875
0.655,-4.575,1.968,-7.894,0,0,0,0.396
0.822,-2.708,0.693,-6.08,0,0,0,0.771
0.094,-10.156,1.084,-10.057,0,0,1,0.5
2.3,-3.565,1.803,-5.681,0,0,0,0.458
3.466,-9.866,3.114,-5.631,0,0,0,0.813
0.327,-0.274,2.955,0,0,0,0,0.25
0.602,-2.718,0.271,-2.789,0,0,1,0.729
3.679,-7.421,4.218,-3.281,0,0,0,0.563
1.34,-1.29,1.049,-2.42,0,0,0,0.239
1.987,-0.254,1.536,-0.538,0,0,0,0.196
0.025,-2.845,0,-2.588,0,0,0,0.542
0.018,-0.925,0,-0.283,0,0,0,0.563
0,-0.102,0.542,-0.06,0,0,0,0.542
2.635,-1.922,4.219,-1.995,0,0,0,0.646
0.488,-1.732,1.471,0,0,0,0,0.435
2.702,-3.091,3.997,-7.262,0,0,1,0.208
1.728,-7.067,1.231,-2.828,0,0,1,0.478
0.246,-1.348,1.692,-2.503,0,0,0,0.625
0.014,-10.912,0,-13.04,0,0,0,0.761
0.205,-1.978,0.61,-1.359,0,0,0,0.783
0.283,-1.206,0.59,-1.226,0,0,0,0.188
0.205,-4.615,0.771,-1.516,0,0,0,0.583
0.681,-3.799,1.33,-1.919,0,0,2,0.813
0.297,-1.241,1.432,-1.813,0,0,0,0.37
0.756,-2.19,0.61,-3.371,0,0,0,0.521
2.124,-2.7,5.091,-3.885,0,0,1,0.313
0,-1.184,1.055,-1.192,0,0,0,0.25
0.382,-1.25,0.271,-0.589,0,0,0,0.417
2.683,-2.787,1.505,-3.402,0,0,0,0.833
4.55,-1.823,2.618,-4.68,0,0,0,0.479
0.352,-1.66,0,-3.854,0,0,0,0.25
1.626,-1.667,0.432,-4.642,0,0,0,0.583
0.471,-2.17,0.61,-3.972,0,0,1,0.48
2.859,-5.009,2.868,-6.999,0,0,1,0.5
0.2,-3.261,0.432,-3.089,0,0,2,0.229
0,-0.839,0.417,-1.278,0,0,0,0.37
0.363,-1.802,2.119,-1.247,0,0,0,0.375
2.003,-1.781,2.727,-3.774,0,0,1,0.317
1.358,-1.147,0.99,-0.912,0,0,0,0.543
1.907,-1.234,1.356,-4.293,0,0,1,0.333
0.183,-6.416,0.418,-0.741,0,0,0,0.68
0.423,-2.108,0.738,-1.644,0,0,1,0.396
0.961,0,0,-1.193,0,0,0,0.313
4.146,0,2.171,-0.65,0,0,0,0.167
0.828,-2.296,0.478,-2.948,0,0,0,0.333
1.65,-1.729,0.646,-3.208,0,0,0,0.646
0.269,-0.519,0,-1.039,0,0,0,0.313
0.197,-1.069,0.326,-2.242,0,0,0,0.354
1.817,-0.826,4.638,-3.421,0,0,0,0.271
0.214,-4.44,1.421,-4.717,0,0,1,0.76
0.409,-1.031,2.591,-0.368,0,0,0,0.229
0.799,-4.276,0.663,-5.532,0,0,0,0.604
0.991,-11.485,3.27,-5.588,0,0,0,0.792
0.205,-0.04,1.152,0,0,0,0,0.5
0.487,-4.446,0.329,-3.933,0,0,1,0.833
1.39,-7.986,1.703,-4.438,0,0,0,0.833
2.68,-9.609,3.406,-2.731,0,0,0,0.696
1.011,-13.961,2.293,-14.695,0,0,1,0.458
0.636,-2.942,0,-3.362,0,0,1,0.146
0.2,-5.204,0.787,-1.528,0,0,0,0.833
2.086,-2.904,1.092,-1.379,0,0,0,0.313
0.104,-6.418,0.769,-2.817,0,0,0,0.333
0.952,-6.617,0.778,-2.134,0,0,0,0.396
1.5,-3.419,0.412,-2.783,0,0,1,0.479
0.35,-5.049,2.571,-5.023,0,-2,2,0.542
0.551,-0.766,0,-0.361,0,0,0,0.25
0.918,-4.984,1.316,-2.76,0,0,1,0.729
0.708,-2.084,1.941,-1.729,0,0,0,0.771
1.744,-2.159,2.48,0,0,0,0,0.104
0.025,-0.871,0.255,-0.938,0,0,0,0.804
0,-1.6,0,-1.013,0,0,0,0.438
1.573,-2.399,2.947,-1.09,0,0,0,0.229
0.86,-0.582,0.161,-0.713,0,0,0,0.042
3.395,-4.536,1.502,-2.196,0,0,0,0.479
0.996,-1.76,1.73,-2.708,0,0,0,0.543
1.166,-2.93,3.073,-1.225,0,0,0,0.646
0.69,-1.555,1.124,-1.208,0,0,0,0.667
1.07,-2.591,0.742,-2.309,0,0,0,0.417
3.353,-2.244,3.891,-2.883,0,0,0,0.417
0.915,-1.372,1.749,-1.156,0,0,1,0.25
3.84,-4.019,4.976,-9.955,0,0,0,0.37
2.838,-6.269,3.086,-4.116,0,0,1,0.457
1.441,-2.337,1.178,-2.445,0,0,1,0.354
1.417,-3.399,4.43,-2.576,0,0,0,0.396
0.385,-3.942,1.875,-2.991,0,0,0,0.563
0,-7.777,0,-3.258,0,0,0,0.848
1.947,-1.49,3.971,-0.611,0,0,0,0.771
2.698,-3.772,3.087,-2.533,0,0,0,0.773
1.333,-8.314,0.585,-8.116,0,0,1,0.708
2.139,-2.156,2.577,-5.057,0,0,1,0.37
1.317,-0.835,1.627,-1.91,0,0,0,0.917
2.615,-1.7,2.613,-1.694,0,0,0,0.833
1.623,-0.551,0.589,-1.64,0,0,0,0.229
1.165,-5.504,3.703,-2.145,0,0,0,0.75
2.572,-0.43,1.343,-2.845,0,0,0,0.229
2.493,-4.715,3.98,-5.806,0,0,0,0.813
1.326,-1.646,2.384,-1.171,0,0,1,0.304
0.255,-3.253,1.302,-1.122,0,0,1,0.375
0.377,-2.122,1.694,-2.108,0,0,1,0.479
3.253,-2.849,3.424,-2.228,0,0,0,0.46
0.2,-4.926,0.749,-4.795,0,0,3,0.438
2.504,-7.191,1.683,-7.035,0,0,1,0.848
1.697,-1.469,2.453,-5.017,0,0,0,0.625
0.215,-6.535,0.265,-0.283,0,0,0,0.435
1.029,-6.677,1.318,-1.502,0,0,0,0.625
4.503,-1.206,4.096,-12.164,0,0,0,0.479
0.409,-3.948,0.664,-4.26,0,0,0,0.646
0.715,-4.678,0.35,-3.908,0,0,1,0.375
0.63,-1.432,0.141,-1.216,0,0,0,0.479
3.202,-5.117,5.515,-5.782,0,0,1,0.409
1.108,-0.267,0.9,0,0,0,0,0.25
2.037,-1.896,5.14,-1.651,0,0,0,0.348
0.793,-2.659,0.878,-2.461,0,0,1,0.208
1.439,-3.633,1.088,-2.387,0,0,0,0.833
6.447,-4.29,4.623,-7.518,0,0,0,0.208
0.86,-2.116,0,-4.029,0,0,0,0.5
2.12,-13.365,4.787,-5.403,0,0,2,0.896
0.939,-0.439,0.072,-2.451,0,0,0,0.26
0.783,-0.226,0.683,-2.584,0,0,0,0.271
0.368,-5.203,0.678,-1.761,0,0,0,0.792
2.178,-7.095,3.463,-5.589,0,0,1,0.396
1.934,-3.005,2.422,-8.93,0,0,1,0.271
1.872,-4.727,0.865,-6.099,0,0,0,0.583
3.739,-4.273,5.362,-1.589,0,0,1,0.688
0.307,-0.508,0.671,-0.777,0,0,0,0.354
0,-2.078,0.161,0,0,0,0,0.583
0.863,-0.783,1.348,0,0,0,0,0.354
0.401,0,0.146,0,0,0,0,0.708
1.118,-10.446,0.271,-4.441,0,0,3,0.688
0.449,-1.181,0.208,-0.752,0,0,0,0.563
2.838,-6.316,3.086,-5.168,0,0,1,0.521
2.934,-1.883,2.097,-3.437,0,0,0,0.5
0.697,-0.188,0.086,-0.409,0,0,0,0.354
2.827,-8.131,4.364,-1.456,0,0,0,0.604
2.199,-3.964,4.05,-3.516,0,0,1,0.313
4.112,-1.373,9.101,-2.066,0,0,0,0.313
0.683,-0.448,0.128,-1.34,0,0,0,0.146
0.2,-1.653,0.271,-2.144,0,0,0,0.38
0.334,-2.051,0.542,-2.083,0,0,0,0.563
0,-1.758,2.099,0,0,0,0,0.438
0.197,-2.826,0,-3.637,0,0,1,0.696
1.142,-1.153,1.703,-2.961,0,0,0,0.583
2.683,-1.83,3.472,-3.231,0,0,0,0.917
4.08,-1.038,4.11,-2.887,0,0,0,0.521
1.481,-3.003,2.417,-3.566,0,0,0,0.625
3.312,-3.704,2.199,-3.545,0,0,1,0.136
1.177,-6.428,3.089,-5.606,0,0,0,1
0.675,-8.755,2.847,-7.632,0,0,0,0.62
0.776,-1.141,3.756,-2.132,0,0,0,0.478
0.422,-2.015,0.328,-0.283,0,0,0,0.833
5.276,-1.726,2.948,-4.1,0,0,0,0.688
0.409,-1.747,0.755,0,0,0,0,0.604
1.482,0,2.671,-0.004,0,0,0,0.458
1.222,-1.773,0.11,-2.579,0,0,1,0.313
0,-3.748,0,-2.064,0,-2,0,0.896
2.959,-0.516,0.848,-6.906,0,0,0,0.333
1.654,-4.442,1.802,-3.614,0,0,1,0.813
0,-7.851,0,-7.999,0,0,1,0.543
2.985,-2.334,1.356,-3.562,0,0,0,0.438
0.351,-0.344,0.289,-0.497,0,0,0,0.25
0.66,-2.709,2.243,-0.927,0,0,0,0.867
1.594,-1.513,0,-1.222,0,0,0,0.208
2.266,-7.826,7.399,-16.348,0,0,1,0.625
0.52,-0.833,0.61,-2.094,0,0,0,0.542
1.235,0,3.219,-0.666,0,0,0,0.229
3.325,-4.192,1.986,-4.163,0,0,2,0.625
0,-2.569,0,-2.954,0,0,0,0.479
1.964,-1.42,2.311,-0.83,0,0,0,0.37
1.274,-1.293,1.875,-2.702,2,0,0,0.348
0.014,-0.267,0,-1.3,0,0,0,0.792
0.726,-1.821,0,-1.572,0,0,0,0.34
4.109,-7.184,5.631,-13.331,0,0,2,0.438
2.906,-1.656,3.538,-3.156,0,0,0,0.479
3.047,-7.208,1.203,-6.298,0,0,1,0.479
5.317,-2.856,5.017,-6.243,0,0,2,0.409
1.507,-2.702,1.351,-2.645,0,0,2,0.604
0,-2.581,0,-1.849,0,0,0,0.696
0.918,-3.786,0,-0.911,0,0,1,0.478
1.814,-11.587,3.293,-10.416,0,0,0,0.417
0.208,-4.054,0.271,-5.002,0,0,4,0.152
0.293,-7.562,1.414,-6.833,0,0,2,0.688
0.562,-3.633,0.687,-8.31,0,0,0,0.435
0.779,0,0,-0.634,0,0,0,0.813
0.811,-1.399,0,-0.23,0,0,0,0.542
0.205,-0.273,1.249,-0.638,0,0,0,0.583
0.73,-5.948,1.42,-0.626,0,0,1,0.479
0.262,-2.33,2.598,-2.564,0,0,0,0.625
0.291,-2.933,0.544,-2.719,0,0,0,0.304
1.465,-7.897,1.951,-13.256,0,0,0,0.696
0.393,-4.772,1.04,-1.904,0,0,0,0.604
1.514,-5.963,4.002,-3.155,0,0,0,0.386
0.409,-0.796,1.93,-0.698,0,0,0,0.5
0,-9.414,1.272,-7.1,0,0,1,0.917
1.258,-0.575,1.672,-1.56,0,0,0,0.413
1.526,-5.53,1.832,-2.93,0,0,1,0.625
2.712,-2.213,1.887,-7.78,0,0,1,0.375
0.593,-1.682,2.861,-0.497,0,0,0,0.583
1.426,-6.322,0.542,-5.501,0,0,1,0.652
2.896,-4.76,2.119,-4.216,0,0,0,0.479
3.245,-2.535,3.124,-2.745,0,0,0,0.36
0.577,-4.019,0.838,-4.436,0,0,0,0.783
0.281,-4.478,2.248,-2.292,0,0,0,0.771
0.409,-1.193,0.664,-2.461,0,0,0,0.917
0.868,-1.739,1.206,-5.125,0,0,0,0.471
0.569,-3.653,1.413,-3.465,0,0,1,0.5
1.731,-2.192,3.305,-2.114,0,0,0,0.6
0,-0.938,0.413,-0.343,0,0,0,0.522
1.723,-1.34,0.861,-3.228,0,0,0,0.63
0.15,-1.458,0.124,-1.057,0,0,0,0.333
0.404,-0.646,1.36,-0.793,0,0,0,0.524
2.15,-0.358,2.415,-1.596,0,0,0,0.604
0.659,-6.585,2.336,-3.528,0,0,1,0.354
0.269,-1.638,0,-4.468,0,0,0,0.109
2.227,-10.128,3.543,-5.17,0,0,0,0.5
0.986,-0.995,1.79,-0.714,0,0,0,0.478
1.293,-8.248,1.291,-5.317,0,0,1,0.542
2.243,-13.433,4.045,-3.499,0,0,0,0.792
0.575,-6.919,1.3,-3.123,0,0,0,0.478
0.808,-3.154,1.986,-6.646,0,0,1,0.271
0.851,-1.4,2.771,-3.246,0,0,0,0.313
2.533,-2.628,3.173,-3.126,0,0,0,0.458
2.72,-7.309,5.04,-4.502,0,0,1,0.696
0.2,-2.246,1.154,-2.711,0,0,0,0.542
0.45,-3.087,0.557,-0.28,0,0,0,0.396
0.269,-4.065,0.692,-4.135,0,0,1,0.833
0.449,-0.581,0.208,-0.697,0,0,0,0.543
0.887,-1.239,1.129,-1.316,0,0,0,0.354
1.764,-4.188,1.412,-4.495,0,0,1,0.826
4.083,-4.983,3.136,-6,0,0,0,0.5
0.469,-0.66,0.271,-1.792,0,0,0,0.565
0.944,-4.749,0.645,-5.531,0,0,0,0.313
1.118,-1.022,0.175,-0.638,0,0,0,0.646
0.079,-0.984,0.683,-2.364,0,0,0,0.479
0.409,-2.244,0.99,-0.582,0,0,0,0.354
0.4,-4.267,0.972,-4.634,0,0,0,0.5
0.949,-3.1,0,-1.672,0,0,0,0.304
0,-0.405,0,-0.414,0,0,0,0.196
1.421,-5.239,0.036,-1.925,0,0,0,0.913
2.494,-3.373,0.558,-1.596,0,0,1,0.333
0.488,-1.188,0.805,-0.566,0,0,0,0.333
0.409,-0.273,0.664,-0.385,0,0,0,0.208
0.163,-2.182,2.344,-2.045,0,0,1,0.06
0.138,-0.356,0.968,-1.025,0,0,0,0.5
3.456,-3.354,3.361,-2.014,0,0,0,0.478
0.432,-0.2,1.371,0,0,0,0,0.333
0,-0.663,0,-0.017,0,0,0,0.521
2.075,-0.572,2.697,-3.956,0,0,0,0.708
1.516,-1.705,1.731,-1.629,0,0,0,0.458
3.015,-5.495,2.075,-3.24,0,0,0,0.174
1.159,-3.423,0.478,-5.385,0,0,1,0.354
4.324,-2.501,2.529,-1.919,0,0,0,0.182
5.775,-4.827,3.573,-10.32,0,0,0,0.391
0.2,-1.773,1.109,-1.671,0,0,1,0.386
0.49,-4.732,1.618,-2.534,0,0,0,0.87
0.19,-0.325,0.478,-1.073,0,0,0,0.458
3.468,-4.271,4.186,-6.386,0,0,0,0.688
1.109,-8.181,0.095,-5.062,0,0,1,0.848
3.073,-2.183,5.988,-5.274,0,0,0,0.563
0.773,-8.771,3.09,-2.815,0,0,1,0.604
2.996,-1.704,3.835,-1.282,0,0,0,0.5
0.409,-1.932,1.962,-1.435,0,0,0,0.609
1.204,-9.962,3.011,-5.519,0,0,1,0.542
0.234,-7.576,1.634,-1.92,0,0,1,0.604
0.004,-2.838,1.243,-1.026,0,0,1,0.625
0.633,-6.738,1.218,-2.509,0,0,1,0.708
0,-3.169,1.091,-0.8,0,0,1,0.583
1.687,-1.912,1.687,-1.924,0,0,1,0.979
0.362,-7.236,0.271,-3.428,0,0,0,0.833
1.07,-1.376,1.795,-1.758,0,0,0,0.25
0.2,-0.319,0.271,-0.469,0,0,0,0.729
2.916,-6.184,3.04,-2.754,0,0,0,0.854
1.631,-3.943,1.275,-5.776,0,0,1,0.543
